nct_id,start_year,disease_area,phase,status,intervention_type,lead_sponsor,enrollment,duration_months,ai_designed,multinational,has_biomarker
NCT2013000987,2023,Oncology,Phase 2,Recruiting,Drug,NIH,121,27,False,False,False
NCT2013000988,2020,Oncology,Phase 3,Recruiting,Biological,Merck,459,12,True,True,True
NCT2013000989,2023,Oncology,Phase 1,Withdrawn,Drug,Roche,27,16,False,False,False
NCT2013000990,2018,Diabetes/Metabolic,Phase 2,"Active, not recruiting",Behavioral,Regional Hospital,301,25,False,False,False
NCT2013000991,2017,Rare Disease,Phase 3,Completed,Drug,Roche,364,10,False,True,True
NCT2013000992,2021,Oncology,Phase 2,Completed,Drug,Biotech Startup,114,15,False,True,True
NCT2013000993,2013,Oncology,Phase 1,Terminated,Drug,Biotech Startup,169,27,False,False,False
NCT2013000994,2017,Mental Health,Phase 3,Completed,Drug,GSK,185,10,False,False,False
NCT2013000995,2018,Respiratory,Phase 2,Completed,Drug,Pfizer,103,12,False,False,False
NCT2013000996,2017,Other,N/A,Completed,Procedure,Regional Hospital,83,32,False,False,True
NCT2013000997,2018,Respiratory,Phase 2,Unknown,Drug,NIH,205,15,False,False,True
NCT2013000998,2018,Infectious Disease,Phase 1,Withdrawn,Drug,Bristol-Myers Squibb,34,18,False,False,False
NCT2013000999,2019,Immunology/Autoimmune,Phase 3,Recruiting,Drug,AstraZeneca,1858,11,True,False,True
NCT2013001000,2016,Cardiovascular,Phase 1,"Active, not recruiting",Drug,Roche,45,8,False,True,True
NCT2013001001,2023,Oncology,Phase 1,Completed,Other,Gilead,39,27,False,False,False
NCT2013001002,2020,Oncology,Phase 3,Unknown,Biological,Johnson & Johnson,48,13,False,False,False
NCT2013001003,2019,Oncology,Phase 4,Completed,Other,Merck,208,24,False,True,True
NCT2013001004,2021,Infectious Disease,Phase 2,Completed,Drug,Eli Lilly,155,11,False,False,True
NCT2013001005,2019,Oncology,Phase 1,Completed,Behavioral,Biotech Startup,19,19,False,True,True
NCT2013001006,2015,Immunology/Autoimmune,Phase 2,"Active, not recruiting",Other,Bayer,167,26,False,False,False
NCT2013001007,2015,Neurology,Phase 2,Unknown,Drug,Merck,104,10,False,True,True
NCT2013001008,2020,Immunology/Autoimmune,Phase 2,Recruiting,Procedure,GSK,42,24,False,True,True
NCT2013001009,2017,Infectious Disease,Phase 2,Completed,Drug,University Hospital,76,12,False,True,True
NCT2013001010,2016,Cardiovascular,N/A,"Active, not recruiting",Drug,Johnson & Johnson,216,18,False,False,False
NCT2013001011,2020,Other,Phase 2,Withdrawn,Drug,Biotech Startup,81,34,False,True,False
NCT2013001012,2018,Oncology,Phase 1,Recruiting,Biological,Regional Hospital,26,24,False,False,True
NCT2013001013,2014,Cardiovascular,Phase 3,Recruiting,Drug,University Hospital,105,57,False,False,False
NCT2013001014,2016,Oncology,Phase 1,"Active, not recruiting",Drug,Academic Medical Center,37,35,False,False,True
NCT2013001015,2024,Cardiovascular,Phase 2,"Active, not recruiting",Device,AbbVie,63,13,False,False,False
NCT2013001016,2023,Respiratory,Phase 1,Recruiting,Biological,Biotech Startup,47,20,False,True,False
NCT2013001017,2016,Cardiovascular,Phase 4,Completed,Other,Sanofi,99,7,False,True,False
NCT2013001018,2018,Infectious Disease,Phase 1,Completed,Drug,Novartis,43,41,False,False,False
NCT2013001019,2018,Oncology,Phase 2,Completed,Behavioral,Amgen,27,24,False,True,False
NCT2013001020,2013,Oncology,Phase 3,Withdrawn,Device,Bristol-Myers Squibb,180,47,False,False,True
NCT2013001021,2020,Diabetes/Metabolic,Phase 2,Completed,Behavioral,Biotech Startup,88,19,True,False,False
NCT2013001022,2018,Neurology,Phase 3,Recruiting,Other,Bristol-Myers Squibb,227,37,False,True,False
NCT2013001023,2015,Oncology,Phase 3,Completed,Drug,Roche,2500,13,False,False,False
NCT2013001024,2021,Mental Health,Phase 1,"Active, not recruiting",Drug,GSK,39,34,False,True,True
NCT2013001025,2014,Neurology,Phase 1,Completed,Biological,Boehringer Ingelheim,25,9,False,True,True
NCT2013001026,2023,Infectious Disease,Phase 2,Recruiting,Drug,Bristol-Myers Squibb,69,11,False,False,False
NCT2013001027,2020,Rare Disease,Phase 2,Completed,Other,Gilead,34,10,False,True,False
NCT2013001028,2022,Rare Disease,Phase 2,Recruiting,Drug,Novartis,72,15,False,False,False
NCT2013001029,2015,Oncology,Phase 2,Unknown,Biological,Bristol-Myers Squibb,360,9,False,False,True
NCT2013001030,2024,Respiratory,Phase 2,Completed,Device,Novartis,39,35,True,False,False
NCT2013001031,2017,Neurology,Phase 2,Withdrawn,Other,Amgen,135,10,False,False,False
NCT2013001032,2018,Oncology,Phase 1,Completed,Drug,NIH,23,17,False,True,True
NCT2013001033,2022,Other,Phase 2,Completed,Drug,GSK,150,9,False,False,False
NCT2013001034,2018,Other,Phase 2,"Active, not recruiting",Device,University Hospital,80,17,False,False,False
NCT2013001035,2016,Immunology/Autoimmune,Phase 2,Withdrawn,Drug,University Hospital,231,68,False,False,True
NCT2013001036,2015,Oncology,Phase 1,Unknown,Drug,Biotech Startup,71,9,False,True,True
NCT2013001037,2016,Cardiovascular,Phase 3,Recruiting,Other,Johnson & Johnson,1511,32,False,True,False
NCT2013001038,2013,Oncology,Phase 3,Recruiting,Drug,Biotech Startup,277,17,False,True,False
NCT2013001039,2016,Cardiovascular,Phase 2,Unknown,Biological,Bristol-Myers Squibb,50,22,False,False,True
NCT2013001040,2013,Diabetes/Metabolic,Phase 2,Completed,Drug,Gilead,154,42,False,False,True
NCT2013001041,2024,Mental Health,Phase 1,Completed,Biological,Johnson & Johnson,31,25,False,False,True
NCT2013001042,2013,Other,Phase 4,Unknown,Other,Bristol-Myers Squibb,233,10,False,True,False
NCT2013001043,2022,Cardiovascular,Phase 3,Completed,Biological,GSK,567,12,False,True,False
NCT2013001044,2018,Immunology/Autoimmune,Phase 1,Completed,Drug,Bayer,46,11,False,False,False
NCT2013001045,2017,Cardiovascular,Phase 1,"Active, not recruiting",Drug,Amgen,82,18,False,False,True
NCT2013001046,2023,Cardiovascular,Phase 2,Unknown,Device,Novartis,28,10,False,False,False
NCT2013001047,2016,Neurology,Phase 2,Recruiting,Drug,University Hospital,91,79,False,False,True
NCT2013001048,2023,Rare Disease,Phase 3,Terminated,Drug,Amgen,463,25,True,False,True
NCT2013001049,2015,Oncology,Phase 3,Withdrawn,Drug,Pfizer,55,29,False,False,False
NCT2013001050,2013,Other,Phase 3,Completed,Drug,Roche,325,24,False,False,True
NCT2013001051,2018,Neurology,N/A,"Active, not recruiting",Behavioral,GSK,47,18,False,True,False
NCT2013001052,2014,Mental Health,N/A,Recruiting,Drug,AstraZeneca,30,24,False,False,False
NCT2013001053,2020,Oncology,Phase 4,Recruiting,Other,Gilead,95,17,False,False,False
NCT2013001054,2022,Oncology,Phase 1,Completed,Drug,Sanofi,23,31,False,True,False
NCT2013001055,2017,Oncology,N/A,Completed,Drug,Boehringer Ingelheim,72,32,False,False,False
NCT2013001056,2019,Cardiovascular,Phase 2,Completed,Drug,Merck,211,11,True,False,False
NCT2013001057,2022,Oncology,Phase 1,Recruiting,Drug,Johnson & Johnson,34,18,False,False,True
NCT2013001058,2024,Immunology/Autoimmune,Phase 2,Terminated,Drug,AstraZeneca,267,22,False,False,False
NCT2013001059,2014,Other,Phase 3,Completed,Drug,NIH,292,30,False,False,False
NCT2013001060,2020,Immunology/Autoimmune,Phase 2,"Active, not recruiting",Drug,Pfizer,59,21,False,True,True
NCT2013001061,2014,Diabetes/Metabolic,Phase 2,Completed,Drug,Roche,62,15,False,False,False
NCT2013001062,2016,Oncology,Phase 1,Completed,Drug,Amgen,48,19,False,False,False
NCT2013001063,2013,Diabetes/Metabolic,Phase 2,"Active, not recruiting",Biological,Gilead,67,14,False,False,False
NCT2013001064,2017,Rare Disease,Phase 3,Recruiting,Device,AbbVie,768,11,True,False,True
NCT2013001065,2021,Oncology,N/A,Recruiting,Drug,Pfizer,139,20,False,False,True
NCT2013001066,2013,Immunology/Autoimmune,Phase 3,Completed,Drug,Johnson & Johnson,459,22,False,False,False
NCT2013001067,2021,Neurology,Phase 4,Completed,Drug,Gilead,41,44,False,False,False
NCT2013001068,2023,Cardiovascular,Phase 1,Terminated,Drug,Amgen,7,7,False,False,False
NCT2013001069,2020,Infectious Disease,Phase 1,Completed,Drug,AstraZeneca,43,17,False,False,False
NCT2013001070,2018,Oncology,N/A,Completed,Procedure,Boehringer Ingelheim,78,12,False,False,True
NCT2013001071,2019,Oncology,Phase 1,"Active, not recruiting",Behavioral,Sanofi,96,23,False,False,False
NCT2013001072,2015,Oncology,Phase 3,"Active, not recruiting",Procedure,Eli Lilly,157,17,False,True,False
NCT2013001073,2013,Oncology,Phase 2,Recruiting,Device,Merck,154,12,False,False,False
NCT2013001074,2017,Respiratory,Phase 2,Completed,Drug,Novartis,181,15,False,False,True
NCT2013001075,2024,Respiratory,Phase 2,"Active, not recruiting",Drug,AbbVie,50,33,False,False,True
NCT2013001076,2024,Oncology,Phase 2,"Active, not recruiting",Drug,Boehringer Ingelheim,104,27,False,False,False
NCT2013001077,2014,Immunology/Autoimmune,Phase 3,Unknown,Drug,GSK,173,23,False,False,False
NCT2013001078,2017,Respiratory,Phase 1,Recruiting,Drug,AstraZeneca,30,21,False,False,False
NCT2013001079,2020,Oncology,Phase 1,Recruiting,Drug,Biotech Startup,55,33,False,False,False
NCT2013001080,2023,Cardiovascular,Phase 3,Completed,Drug,Amgen,497,37,False,True,False
NCT2013001081,2021,Respiratory,Phase 1,"Active, not recruiting",Biological,GSK,51,21,False,False,True
NCT2013001082,2014,Cardiovascular,Phase 1,Completed,Drug,AstraZeneca,21,26,False,False,False
NCT2013001083,2024,Cardiovascular,Phase 2,Completed,Biological,Sanofi,73,24,False,False,False
NCT2013001084,2015,Cardiovascular,Phase 2,"Active, not recruiting",Biological,AstraZeneca,79,24,False,False,True
NCT2013001085,2015,Neurology,Phase 1,"Active, not recruiting",Procedure,Roche,34,20,False,False,False
NCT2013001086,2013,Cardiovascular,Phase 1,Completed,Drug,NIH,32,23,False,False,False
NCT2013001087,2020,Neurology,Phase 3,Recruiting,Drug,Gilead,2058,17,True,False,False
NCT2013001088,2018,Infectious Disease,Phase 1,Completed,Biological,Merck,29,7,True,True,True
NCT2013001089,2024,Neurology,Phase 3,Completed,Biological,Roche,377,25,False,False,True
NCT2013001090,2020,Oncology,Phase 3,Completed,Drug,Eli Lilly,383,17,False,True,False
NCT2013001091,2023,Oncology,Phase 4,Terminated,Biological,GSK,42,16,True,False,True
NCT2013001092,2021,Cardiovascular,N/A,Unknown,Biological,Bristol-Myers Squibb,31,21,False,False,False
NCT2013001093,2017,Mental Health,Phase 2,Recruiting,Drug,Bayer,56,11,False,True,True
NCT2013001094,2024,Rare Disease,Phase 2,Completed,Drug,Biotech Startup,214,32,False,False,False
NCT2013001095,2015,Respiratory,Phase 2,Recruiting,Drug,Roche,142,13,False,True,True
NCT2013001096,2017,Neurology,N/A,Completed,Other,Eli Lilly,282,35,False,False,False
NCT2013001097,2017,Immunology/Autoimmune,Phase 4,Terminated,Procedure,Boehringer Ingelheim,635,51,False,False,True
NCT2013001098,2017,Infectious Disease,Phase 3,Completed,Drug,Regional Hospital,57,20,False,False,False
NCT2013001099,2015,Neurology,Phase 2,"Active, not recruiting",Behavioral,GSK,49,7,False,False,True
NCT2013001100,2023,Oncology,Phase 3,Completed,Drug,Merck,582,47,False,True,False
NCT2013001101,2022,Oncology,Phase 1,Unknown,Drug,Sanofi,39,7,False,False,True
NCT2013001102,2016,Other,Phase 2,Completed,Drug,Academic Medical Center,72,29,False,True,True
NCT2013001103,2021,Oncology,Phase 2,Recruiting,Procedure,NIH,153,40,False,False,False
NCT2013001104,2022,Neurology,Phase 1,Completed,Procedure,Bristol-Myers Squibb,20,26,False,False,True
NCT2013001105,2021,Oncology,Phase 2,Recruiting,Other,Gilead,51,20,False,False,True
NCT2013001106,2014,Infectious Disease,N/A,"Active, not recruiting",Drug,Biotech Startup,193,10,False,False,False
NCT2013001107,2020,Immunology/Autoimmune,Phase 2,Withdrawn,Biological,Bayer,93,23,True,True,True
NCT2013001108,2020,Cardiovascular,Phase 1,Recruiting,Drug,Pfizer,19,11,False,False,False
NCT2013001109,2019,Infectious Disease,Phase 3,Withdrawn,Behavioral,Sanofi,324,37,False,True,False
NCT2013001110,2020,Cardiovascular,N/A,Withdrawn,Biological,Pfizer,326,20,False,True,True
NCT2013001111,2015,Cardiovascular,Phase 3,Completed,Other,Eli Lilly,808,14,False,False,False
NCT2013001112,2018,Immunology/Autoimmune,Phase 4,Completed,Biological,Biotech Startup,58,46,False,False,False
NCT2013001113,2013,Oncology,Phase 3,Recruiting,Device,Johnson & Johnson,391,20,True,True,False
NCT2013001114,2019,Cardiovascular,Phase 3,Completed,Drug,Biotech Startup,147,16,False,True,True
NCT2013001115,2013,Cardiovascular,Phase 2,Completed,Device,AbbVie,33,18,False,False,False
NCT2013001116,2021,Neurology,N/A,Completed,Drug,Boehringer Ingelheim,89,14,False,True,False
NCT2013001117,2013,Oncology,N/A,Completed,Biological,Roche,269,11,False,True,False
NCT2013001118,2013,Oncology,Phase 3,"Active, not recruiting",Drug,Gilead,655,11,False,False,True
NCT2013001119,2019,Oncology,Phase 4,Completed,Device,Biotech Startup,66,9,False,False,False
NCT2013001120,2014,Oncology,Phase 1,Completed,Drug,Biotech Startup,15,14,False,False,False
NCT2013001121,2017,Oncology,Phase 2,Recruiting,Drug,Boehringer Ingelheim,73,14,False,False,False
NCT2013001122,2020,Diabetes/Metabolic,Phase 2,Terminated,Drug,Merck,65,26,False,True,True
NCT2013001123,2020,Immunology/Autoimmune,Phase 1,Completed,Procedure,Biotech Startup,33,10,False,False,True
NCT2013001124,2015,Immunology/Autoimmune,Phase 1,Withdrawn,Drug,Bristol-Myers Squibb,91,54,False,True,False
NCT2013001125,2019,Rare Disease,Phase 2,"Active, not recruiting",Behavioral,Roche,91,38,False,False,True
NCT2013001126,2015,Diabetes/Metabolic,Phase 1,Terminated,Drug,Sanofi,10,16,False,False,False
NCT2013001127,2018,Diabetes/Metabolic,Phase 2,Completed,Drug,Pfizer,64,9,False,False,True
NCT2013001128,2018,Diabetes/Metabolic,Phase 3,Completed,Drug,Boehringer Ingelheim,938,32,False,False,False
NCT2013001129,2015,Oncology,Phase 2,Completed,Drug,Pfizer,46,14,False,False,True
NCT2013001130,2019,Mental Health,Phase 3,Completed,Device,Biotech Startup,659,45,False,True,True
NCT2013001131,2015,Cardiovascular,Phase 1,Recruiting,Biological,Sanofi,84,29,False,False,True
NCT2013001132,2020,Mental Health,Phase 2,Unknown,Drug,Merck,113,9,False,False,True
NCT2013001133,2022,Oncology,Phase 2,Recruiting,Drug,Bayer,49,38,False,False,False
NCT2013001134,2016,Neurology,Phase 2,Completed,Biological,Bayer,23,21,False,True,False
NCT2013001135,2013,Cardiovascular,Phase 4,Recruiting,Drug,Gilead,926,28,False,False,True
NCT2013001136,2016,Immunology/Autoimmune,Phase 2,Recruiting,Device,Regional Hospital,96,7,False,False,True
NCT2013001137,2019,Diabetes/Metabolic,Phase 3,Recruiting,Drug,Bayer,377,18,False,False,False
NCT2013001138,2023,Infectious Disease,Phase 4,Completed,Device,Pfizer,272,16,False,False,True
NCT2013001139,2016,Cardiovascular,Phase 1,Completed,Biological,AstraZeneca,13,10,False,False,False
NCT2013001140,2018,Infectious Disease,Phase 4,Unknown,Other,Amgen,67,60,False,True,True
NCT2013001141,2021,Cardiovascular,Phase 3,"Active, not recruiting",Drug,Amgen,109,7,False,True,True
NCT2013001142,2013,Neurology,Phase 1,Completed,Drug,Biotech Startup,37,10,False,False,False
NCT2013001143,2017,Rare Disease,Phase 1,Completed,Behavioral,Roche,71,10,False,True,True
NCT2013001144,2023,Mental Health,Phase 4,Unknown,Device,Biotech Startup,66,19,False,False,False
NCT2013001145,2019,Respiratory,Phase 4,Completed,Drug,Roche,82,35,False,True,False
NCT2013001146,2013,Respiratory,Phase 2,Terminated,Drug,Eli Lilly,83,23,False,False,False
NCT2013001147,2016,Infectious Disease,Phase 1,Terminated,Drug,NIH,28,31,False,False,True
NCT2013001148,2018,Respiratory,Phase 2,"Active, not recruiting",Biological,Bayer,64,11,False,True,False
NCT2013001149,2014,Cardiovascular,Phase 1,Recruiting,Drug,Novartis,13,26,False,False,False
NCT2013001150,2022,Other,Phase 3,Recruiting,Biological,Johnson & Johnson,446,18,False,False,True
NCT2013001151,2017,Cardiovascular,Phase 1,Unknown,Drug,Eli Lilly,95,16,False,True,False
NCT2013001152,2023,Respiratory,Phase 1,Completed,Biological,GSK,34,29,False,False,False
NCT2013001153,2022,Rare Disease,Phase 1,Completed,Drug,Sanofi,12,67,False,True,False
NCT2013001154,2013,Cardiovascular,Phase 2,Recruiting,Drug,Biotech Startup,102,22,False,False,True
NCT2013001155,2018,Respiratory,Phase 2,Terminated,Drug,GSK,55,10,False,True,False
NCT2013001156,2018,Infectious Disease,Phase 1,Terminated,Drug,Bristol-Myers Squibb,53,48,False,False,True
NCT2013001157,2016,Respiratory,Phase 3,Completed,Drug,Novartis,149,16,False,False,False
NCT2013001158,2020,Neurology,Phase 2,Withdrawn,Behavioral,Roche,32,16,True,False,False
NCT2013001159,2016,Neurology,Phase 2,Withdrawn,Biological,AstraZeneca,55,33,False,True,False
NCT2013001160,2020,Neurology,Phase 2,Unknown,Behavioral,GSK,52,13,False,False,True
NCT2013001161,2020,Neurology,Phase 1,Completed,Drug,Eli Lilly,30,9,False,True,False
NCT2013001162,2017,Oncology,Phase 2,Recruiting,Device,Roche,71,28,False,True,True
NCT2013001163,2016,Infectious Disease,Phase 2,Recruiting,Drug,GSK,159,15,True,False,False
NCT2013001164,2024,Immunology/Autoimmune,Phase 1,Terminated,Drug,Amgen,70,37,False,False,False
NCT2013001165,2014,Infectious Disease,Phase 3,"Active, not recruiting",Biological,Bayer,2014,30,False,False,True
NCT2013001166,2023,Other,Phase 1,Completed,Drug,Johnson & Johnson,114,39,True,False,True
NCT2013001167,2015,Rare Disease,Phase 2,Recruiting,Drug,Biotech Startup,73,53,False,True,True
NCT2013001168,2015,Rare Disease,Phase 1,Recruiting,Drug,Biotech Startup,9,32,False,False,False
NCT2013001169,2016,Other,Phase 3,Completed,Device,GSK,508,10,True,False,True
NCT2013001170,2016,Oncology,Phase 3,Unknown,Device,AbbVie,185,13,False,False,True
NCT2013001171,2022,Oncology,Phase 2,Terminated,Drug,AstraZeneca,68,39,False,False,False
NCT2013001172,2023,Respiratory,Phase 2,Completed,Drug,Biotech Startup,85,13,False,False,False
NCT2013001173,2023,Cardiovascular,Phase 1,Withdrawn,Device,AbbVie,22,11,False,False,False
NCT2013001174,2017,Oncology,Phase 1,"Active, not recruiting",Biological,Novartis,26,27,False,False,False
NCT2013001175,2016,Oncology,Phase 3,Completed,Biological,Bristol-Myers Squibb,189,13,False,True,False
NCT2013001176,2023,Other,Phase 1,Terminated,Drug,Novartis,21,19,False,False,True
NCT2013001177,2022,Respiratory,Phase 2,Unknown,Procedure,Sanofi,133,28,False,False,False
NCT2013001178,2020,Oncology,N/A,"Active, not recruiting",Drug,AbbVie,56,12,False,True,True
NCT2013001179,2018,Immunology/Autoimmune,Phase 2,Withdrawn,Biological,Biotech Startup,126,23,False,False,True
NCT2013001180,2018,Oncology,N/A,Recruiting,Drug,Merck,618,18,False,False,True
NCT2013001181,2020,Oncology,Phase 2,Completed,Drug,Gilead,113,10,True,True,True
NCT2013001182,2019,Oncology,N/A,Recruiting,Drug,Pfizer,701,8,False,False,True
NCT2013001183,2022,Immunology/Autoimmune,Phase 3,Recruiting,Device,Roche,553,21,False,True,True
NCT2013001184,2023,Neurology,Phase 2,Recruiting,Drug,Roche,118,13,False,False,True
NCT2013001185,2024,Cardiovascular,Phase 2,Completed,Drug,Bristol-Myers Squibb,94,34,False,False,False
NCT2013001186,2022,Neurology,Phase 3,Terminated,Drug,Amgen,698,9,False,False,True
NCT2013001187,2020,Mental Health,Phase 2,Recruiting,Drug,Gilead,225,11,True,True,False
NCT2013001188,2014,Immunology/Autoimmune,Phase 3,Completed,Procedure,Boehringer Ingelheim,967,29,False,False,True
NCT2013001189,2021,Immunology/Autoimmune,N/A,"Active, not recruiting",Behavioral,Bayer,104,15,False,False,True
NCT2013001190,2013,Oncology,Phase 4,Recruiting,Procedure,GSK,260,16,False,False,False
NCT2013001191,2020,Oncology,Phase 4,Completed,Drug,Boehringer Ingelheim,41,18,False,True,True
NCT2013001192,2024,Rare Disease,Phase 3,Completed,Other,Amgen,99,35,True,False,False
NCT2013001193,2023,Oncology,Phase 2,Completed,Procedure,Novartis,63,17,False,False,False
NCT2013001194,2024,Cardiovascular,N/A,"Active, not recruiting",Drug,Merck,93,22,False,False,True
NCT2013001195,2024,Infectious Disease,Phase 3,Terminated,Procedure,NIH,127,21,False,False,True
NCT2013001196,2016,Immunology/Autoimmune,Phase 1,Completed,Drug,Biotech Startup,28,18,False,True,True
NCT2013001197,2016,Cardiovascular,Phase 1,Terminated,Drug,Biotech Startup,15,24,False,False,False
NCT2013001198,2017,Neurology,Phase 1,Terminated,Procedure,Eli Lilly,38,14,False,False,False
NCT2013001199,2020,Respiratory,Phase 3,Completed,Drug,Biotech Startup,341,23,True,False,True
NCT2013001200,2017,Oncology,Phase 3,Recruiting,Drug,Gilead,200,10,True,True,True
NCT2013001201,2020,Oncology,Phase 2,Recruiting,Device,Merck,92,20,False,False,True
NCT2013001202,2022,Oncology,Phase 1,Completed,Drug,Novartis,41,11,False,False,True
NCT2013001203,2013,Infectious Disease,Phase 3,Completed,Behavioral,GSK,1402,11,False,False,False
NCT2013001204,2024,Neurology,Phase 3,Terminated,Procedure,Biotech Startup,408,26,False,False,True
NCT2013001205,2022,Mental Health,Phase 2,Completed,Biological,Boehringer Ingelheim,63,11,True,True,False
NCT2013001206,2021,Neurology,Phase 1,"Active, not recruiting",Drug,Pfizer,23,15,False,False,True
NCT2013001207,2018,Other,Phase 2,"Active, not recruiting",Procedure,Gilead,126,47,False,True,True
NCT2013001208,2015,Oncology,Phase 3,Terminated,Drug,Academic Medical Center,624,8,False,True,False
NCT2013001209,2020,Oncology,Phase 2,Withdrawn,Drug,Gilead,40,10,False,False,True
NCT2013001210,2021,Oncology,Phase 3,"Active, not recruiting",Drug,Pfizer,841,34,False,False,False
NCT2013001211,2018,Oncology,Phase 3,"Active, not recruiting",Biological,Bristol-Myers Squibb,166,11,False,False,False
NCT2013001212,2023,Cardiovascular,Phase 2,Completed,Drug,Amgen,242,36,False,False,True
NCT2013001213,2019,Oncology,Phase 3,Completed,Drug,AbbVie,914,23,True,False,False
NCT2013001214,2013,Cardiovascular,Phase 2,Terminated,Drug,Gilead,82,21,False,False,False
NCT2013001215,2017,Oncology,Phase 2,Completed,Drug,Regional Hospital,53,21,False,False,False
NCT2013001216,2017,Oncology,Phase 2,Recruiting,Behavioral,Novartis,39,50,True,True,False
NCT2013001217,2022,Rare Disease,Phase 3,Terminated,Behavioral,NIH,151,70,False,False,False
NCT2013001218,2016,Oncology,Phase 4,Completed,Drug,Johnson & Johnson,111,32,False,False,False
NCT2013001219,2018,Neurology,Phase 2,Recruiting,Drug,Pfizer,556,59,False,True,False
NCT2013001220,2019,Oncology,Phase 1,Terminated,Procedure,Regional Hospital,34,8,False,False,True
NCT2013001221,2021,Other,Phase 1,Completed,Behavioral,GSK,25,43,False,False,False
NCT2013001222,2013,Immunology/Autoimmune,Phase 2,Recruiting,Behavioral,AbbVie,82,13,False,False,True
NCT2013001223,2018,Neurology,Phase 4,Completed,Drug,AstraZeneca,148,7,False,True,False
NCT2013001224,2019,Infectious Disease,Phase 3,"Active, not recruiting",Biological,Sanofi,852,21,False,True,False
NCT2013001225,2015,Oncology,Phase 3,Completed,Drug,University Hospital,762,13,False,False,True
NCT2013001226,2020,Infectious Disease,Phase 2,Completed,Drug,GSK,51,25,False,True,True
NCT2013001227,2017,Cardiovascular,Phase 1,"Active, not recruiting",Drug,University Hospital,20,13,False,True,True
NCT2013001228,2021,Infectious Disease,Phase 4,Withdrawn,Procedure,Sanofi,156,18,False,True,True
NCT2013001229,2017,Mental Health,Phase 1,Recruiting,Other,Eli Lilly,20,11,False,True,True
NCT2013001230,2021,Cardiovascular,Phase 1,Completed,Drug,Merck,15,17,False,True,False
NCT2013001231,2022,Immunology/Autoimmune,N/A,Withdrawn,Device,Gilead,328,16,False,True,False
NCT2013001232,2016,Diabetes/Metabolic,N/A,Terminated,Biological,Biotech Startup,224,23,False,False,False
NCT2013001233,2021,Oncology,Phase 2,Terminated,Behavioral,NIH,27,28,False,False,True
NCT2013001234,2017,Neurology,Phase 1,Unknown,Drug,University Hospital,34,63,True,True,False
NCT2013001235,2022,Oncology,Phase 1,Completed,Biological,NIH,36,41,False,False,False
NCT2013001236,2021,Infectious Disease,Phase 2,"Active, not recruiting",Biological,Biotech Startup,132,10,False,False,False
NCT2013001237,2015,Respiratory,Phase 3,"Active, not recruiting",Drug,Bayer,332,13,False,False,False
NCT2013001238,2016,Neurology,Phase 1,"Active, not recruiting",Drug,Bristol-Myers Squibb,73,12,False,True,False
NCT2013001239,2021,Neurology,Phase 2,Recruiting,Other,Biotech Startup,166,17,False,False,False
NCT2013001240,2022,Oncology,Phase 2,"Active, not recruiting",Device,Biotech Startup,39,15,False,True,True
NCT2013001241,2023,Rare Disease,N/A,Recruiting,Drug,Biotech Startup,41,11,False,True,False
NCT2013001242,2018,Other,Phase 2,Completed,Drug,Novartis,164,20,False,True,True
NCT2013001243,2014,Immunology/Autoimmune,Phase 1,Completed,Drug,Regional Hospital,24,19,False,True,True
NCT2013001244,2019,Neurology,Phase 3,Completed,Drug,AbbVie,1212,15,False,True,False
NCT2013001245,2014,Cardiovascular,Phase 1,Unknown,Biological,Biotech Startup,60,19,False,True,True
NCT2013001246,2023,Neurology,Phase 2,Withdrawn,Drug,NIH,88,10,False,False,True
NCT2013001247,2014,Cardiovascular,Phase 2,Terminated,Drug,Bayer,41,8,False,True,False
NCT2013001248,2023,Oncology,Phase 3,Terminated,Drug,Bristol-Myers Squibb,529,11,False,True,True
NCT2013001249,2013,Infectious Disease,Phase 2,Recruiting,Biological,Bristol-Myers Squibb,116,6,False,False,False
NCT2013001250,2023,Neurology,Phase 1,"Active, not recruiting",Drug,AbbVie,32,5,True,False,False
NCT2013001251,2023,Cardiovascular,Phase 2,Completed,Other,Bayer,108,24,False,True,True
NCT2013001252,2024,Oncology,N/A,Recruiting,Drug,GSK,47,20,False,False,True
NCT2013001253,2023,Oncology,N/A,"Active, not recruiting",Other,Academic Medical Center,210,10,False,False,False
NCT2013001254,2015,Oncology,N/A,Terminated,Behavioral,University Hospital,104,18,False,False,False
NCT2013001255,2018,Diabetes/Metabolic,Phase 2,Recruiting,Procedure,Merck,125,31,False,False,False
NCT2013001256,2020,Rare Disease,Phase 4,Recruiting,Drug,Bristol-Myers Squibb,43,9,False,False,True
NCT2013001257,2021,Diabetes/Metabolic,Phase 4,"Active, not recruiting",Drug,Merck,78,26,False,False,False
NCT2013001258,2019,Infectious Disease,Phase 2,Terminated,Drug,Regional Hospital,152,29,False,False,False
NCT2013001259,2016,Diabetes/Metabolic,Phase 1,Recruiting,Behavioral,Gilead,9,28,False,True,False
NCT2013001260,2018,Neurology,Phase 3,Completed,Biological,Roche,241,34,False,False,True
NCT2013001261,2017,Oncology,Phase 2,Completed,Device,Sanofi,61,25,False,False,True
NCT2013001262,2020,Oncology,Phase 3,Completed,Device,Biotech Startup,475,17,False,False,True
NCT2013001263,2013,Cardiovascular,Phase 3,Completed,Drug,Johnson & Johnson,169,26,False,False,True
NCT2013001264,2013,Neurology,Phase 2,Recruiting,Drug,Merck,159,21,False,False,True
